id,type,text1,text2,text3,text4,notes
valk_yoshura_VI,SHIP,"The sixth iteration of the Yoshura, this ship has been significantly miniaturized and redesigned as a carrier. Using denser armor materials and more advanced sensor arrays, she can safely and efficiently overclock the performance of her fighter complement. She also uses high-precision radar to aid her fighters' pathfinding calculation AI.
Yoshura Mk.VI often served as a wingman to the Vatican Mk.I in large carrier fleets, and is considered to be one of the most successful Yoshura variants, having achieved great success in engagements against the ""invaders"".",,,,
valk_cherberos,SHIP,"The Cherberos was introduced as a replacement for the Yoshura Mk.I series of battlecruisers. She uses lighter armor and scaled-down weaponry, but compensates with higher speed.",,,,
valk_radiance,SHIP,"This was the most robust super battleship ever designed by the Valkyries, with a distinguished combat record since the rise of the Valkyries as a dominant military force.

Her powerful base stats left her with virtually no weaknesses. When conflict with the other forces of the Persean Sector arose, the Gloria-class achieved the record of single-handedly taking on three ships of the same class and winning, and had on multiple occasions effortlessly crushed entire enemy fleets alone.

In some mercenary organizations subordinate to the Valkyries, the female captains of the Gloria-class have utterly dominated their Paragon and Onslaught counterparts in status.",,,,
,,,,,,
,,,,,,
valk_elegy,SHIP,"When this ship goes on the warpath, it signals the Valkyries' final, desperate counteroffensive. The Elegy-class Siege Ship is around with a heavy cruiser chassis, yet she has firepower rivaling that of a conventional battleship. Unlike mainline heavy cruisers such as the Almire and Nirvana series, this experimental ship is exceptionally volatile, her offense is like dancing on a knife's edge, and she is often used in the fleet as a trump card of last resort.

Supporting all of this is an imperfect Valhalla Core. device embodying nearly a century of Valkyrian experimentation. However, an accident, resulted in the loss of vast amounts of experimental data, and despite much effort, only a flawed replica could be reconstructed. Fortunately, even in its incomplete state, the Valhalla is able to provide the Elegy-class Siege Ship with an energy output far surpassing that of any other vessel. The trade-off of ""Valhalla"" is that the ship becomes dangerously unstable as energy levels rise while in a state of high flux. We can only pray that the female officers refrain from pushing it too far, lest they perish.",,,,
valk_nirvana_II,SHIP,"A next-generation concept ship, she is larger than all her sisters and has built-in weapons. Comparable in size to a capital ship, she and is classified as a super-armor cruiser and specializes in hunting heavy cruisers. This high-performance cruiser is not to be underestimated.

The question ""what role should she play"" sparked debate within the Navy, which already has the Almire-class of assault ships for the frontlines. Although the Nirvana Mk.II is equipped with a class-specific system, its alpha strike potential fell short of expectations. The Navy ultimately concluded is that she was better suited for flanking assaults and surprise engagements than normal heavy cruisers.

Nirvana Mk.II and Almire Mk.II both serve as the main heavy cruisers for the Valkyrian Navy.",,,,
,,,,,,
valk_sequence,SHIP,"The Sequence-class heavy carrier is a modern carrier capable of replacing all Valkyrian carriers. She is highly maneuverable and economical, and can support multiple fighters in combat at once.",,,,
valk_nirvana_I,SHIP,"A first generation Nirvana-class ship, her adaptability across a wide range of missions led to her swift adoption as the primary cruiser of the Valkyrian Navy. She is now the most widely deployed cruiser.

As the heaviest cruisers in the Valkyrian fleet, the Nirvana-class emphasize defense and firepower, with balanced performance in other areas. They typically serve as part of the fleet's offensive spearhead, unless assigned to other specialized operations.",,,,
,,,,,,
valk_almire_II,SHIP,"A new iteration of the Almire-class, built for offense. She outperforms Nirvana-class with her enhanced firepower and speed. Any enemy facing her would do well to say their prayers.

The Almire-class are the lighter heavy cruisers of the Valkyrian Navy. Prioritizing speed and offensive capability, they excel at delivering powerful bursts of firepower. They are typically positioned in the fleet's second column, unless assigned to other specialized operations.",,,,
,,,,,,
valk_nirvana,SHIP,"The prototype of the Nirvana, long obsolete by modern design standards, now used as an escort as well as a means of raising funds for development.",,,,
valk_almire_I,SHIP,"A cruiser that has undergone numerous modifications over the years, including reclassification. She is fully capable of fighting alongside the Nirvana-class on the battlefield.",,,,
,,,,,,
,,,,,,
,,,,,,
valk_herald,SHIP,"A tough nut that can deploy several shield drones. Being based on an Elysium-class destroyer hull gives her the power and maneuverability to fire salvos of missiles into enemies from a distance.",,,,
valk_heron_b,SHIP,"A heavily armed carrier that replaced aging Valkyrian carriers and breathed new life into the fleet. Her oval hull design maximizes armor efficiency. She provides robust logistical support for her fighter complement, and in doing so, provides powerful fire support for the fleet that protects her.

The Heron is among the most widely used and mass-produced ships in the Valkyrian Navy, rivaling even the Elfheim, better known as the ""Avenger-class"" destroyer. Her powerful point defenses easily neutralize missile barrages and enemy fighters, while deploying its own fighters to shield friendly vessels. In the later phases of modernization, following the introduction of the Sequence-class carriers, the Heron received a comprehensive upgrade. A more powerful engine and enhanced sensor suite were installed to improve combat effectiveness. Today, the Sequence and Heron serve side by side, new and old, replacing the supercarriers and light carriers of the past. Together, they safeguard Valkyrian systems for generations to come.",,,,
,,,,,,
valk_elfheim,SHIP,"The workhorse of the Valkyrian Navy. Her loadout is mission dependent. Her potent bursts of firepower make short work of smaller vessels, earning her a notorious reputation.

Thanks to her operational efficiency and reliability, she is a staple in large fleets, frequently assigned roles of long-range missile support or harassment.",,,,
,,,,,,
valk_eclair,SHIP,"A prototype destroyer currently still in the process of in the process of modernization. It is a complex and expensive design, still in the testing phase.",,,,
valk_elysium,SHIP,"Built for blitzkrieg, the Elysium can easily make those who belittle her cry for their mothers. Her powerful maneuverability and sturdy armor are nightmare level for such a small ship.",,,,
valk_valkyrie_b,SHIP,"In the early days of carrier design this troop carrier was adapted and designed as a light carrier. It has now been surpassed by newer designs, but is still a great candidate for those with limited budgets.",,,,
valk_tesladora_ii,SHIP,"Usually deployed on missions to protect space stations or key targets, some also follow fleets into battle. Her exceptionally strong armor and powerful shields allow her to calmly intimidate her peers.",,,,
valk_topaz,SHIP,A common fuel ship used to avoid using other forces' freighters or fuel ships. She has enough fuel to meet the entire fleet's fuel needs.,,,,
valk_emerald,SHIP,"If you have ever heard of the Valkyries having an irreplaceable cargo ship, the answer is undoubtedly the Emerald.",,,,
,,,,,,
,,,,,,
valk_inquisitor,SHIP,"Developed alongside the Jenova, this heavy frigate packs a can punch with its powerful weaponry. Her main weapon poses a threat even to unsuspecting cruisers and battleships.

The design is a little bit of a pain, as the main guns are strong, but can only be fired a few times before needing to back off to vent the flux. A large number of the gun mounts are unusually fitted with point defense weapons, greatly extending the life of this heavy frigate.",,,,
valk_longinus,SHIP,A reliable weapons platform with a design that balances offensive and defensive capabilities. She relies on long range fire to outperform older designs such as the Hound and the Lasher. This makes her a favored ship for new pilots.,,,,
valk_yuusha_II,SHIP,"This design was so successful that they only needed some fine tuning. With the addition of a second gun mount and more powerful engines, it is a overall a very troublesome opponent.",,,,
valk_yuusha,SHIP,"The smallest member of the Valkyrian frigate family. With speed enough to induce nausea and headaches, along with great scouting abilities and considerable endurance and firepower, it is an improved version of the Hound.",,,,
valk_tesladora,SHIP,"Usually deployed on missions to protect space stations or key targets, some also follow fleets into battle. Her exceptionally strong armor and powerful shields allow her to calmly intimidate her peers.",,,,
valk_jenova,SHIP,"Due to the Valkyrie's lack of electronic warfare support platforms, engineers joined forces to create this superb ship, the ""Jenova"".

She boasts the best defense system and a newly developed experimental electronic warfare system.

It could be said that the Jenova was something that the Valkyries had needed for a long time. Her huge cost was not a problem in the eyes of the fleet, which wished to have such an amazing tool in the hanger.",,,,
valk_ilena,SHIP,"An extremely agile member of the Valkyrian frigate family, carrying high-end phase teleport technology that leaves enemies defenseless.",,,,
,,,,,,
,,,,,,
valk_infinity,SHIP,"Prototype fighter. Built to gain an advantage on any kind of of battlefield. Equipped with heavy weapons and the same prototype reactor as the Excalibur.
Due to the huge cost of manufacture and maintenance caused by unreasonably rapid development, value from her existence is almost zero. The laser repeaters on both wings and a large-caliber blaster up front constitute a powerful weapon system, and her engine is also powerful, but due to her large size, her turning is very poor.",,,,
valk_excalibur,SHIP,"The ultimate creation of Archon Industries, this advanced and expensive light escort fighter boasts advanced weaponry and defense systems that have been uncharacteristically over-modified, posing a threat to even Neutrino and Tri-Tachyon technology.
Using technology beyond what was expected, the ship is an artistic fusion of shields, energy grids, and weapons systems. The ship is as sharp as her name, ""Excalibur"". Her most notable feature is an antimatter reactor capable of dissipating hard flux.",,,,
valk_firefly,SHIP,"An advanced modern fighter that relies on fast movement and advanced weaponry to defeat its enemies.
Armed with a brand new Gatling laser cannon and two phaser pods, the Firefly can easily leapfrog interceptions from fighters and small frigates, and even heavy weapon fire nets. The obvious weakness, however, is her slow maneuverability. Due to the lightweight construction concept to ensure speed, she is very vulnerable to sudden attacks.",,,,
valk_ancord,SHIP,"During modernization, the original design of the Ancord was scrapped and replaced by a design of the same name. It is now a fearsome missile bomber.",,,,
valk_helia,SHIP,"A light escort fighter designed to support larger battlefields and execute blitzkrieg operations against enemy formations. With improved power supplies and engines, they can whiz across the battlefield and sink a variety of targets.",,,,
valk_azgard,SHIP,"The main Valkyrian fighter. Her twin laser cannons can deal heavy blows to enemy ships, and her quick lasers can defend against enemy interceptors and missiles.",,,,
valk_lightning,SHIP,"A high-speed interceptor with two large-caliber cannons in the nose, her wings can be extended to provide intra-atmospheric flight capability.",,,,
valk_sahara,SHIP,"A large, slow bomber wing with a two bomb payload. They can destroy any target, but are rarely successful due to their poor maneuverability.",,,,
valk_morgiana,SHIP,"Slightly larger than the Talon but twice as deadly, it was designed to be launched from any carrier at any time, be it on a planet's surface or in space.",,,,
,,,,,,
,,,,,,
,,,,,,
valk_ilc,WEAPON,A powerful energy cannon that can project three consecutive dense particle beams at once over long distances.,,,,
valk_ilc_II,WEAPON,"A highly burst, enhanced version of the Redemption Laser Cannon that combines all the firepower in one shot.",,,,
valk_quadheavymg,WEAPON,"A wicked quad-mounted heavy machine gun with a monstrous rate of fire. A ship equipped with it is basically immune to the threat of fighters or missiles.
This weapon combines four heavy machine guns on a gun mount upgraded by pneumatic loading and liquid-cooled mechanisms, and fires fragmentation rounds at high speeds to intercept fighters.",,,,
,,,,,,
valk_dsc,WEAPON,"A small machine gun that fires large-caliber discarding sabot rounds at sublight speeds. Has an additional penetrating effect on high-strength shields.",,,,
valk_irpdburst,WEAPON,A not-so-powerful but very effective instant point defense system that is often seen on most military ships.,,,,
valk_ibcm,WEAPON,Hurricane launch system equipped with IBCM kinetic warheads capable of powerful strikes against shields.,,,,
valk_heavy_assault_cannon,WEAPON,"Created at the same time as the Vatican Mk.III, its immense destructive power far exceeded any ship's defenses.
It was a simple triple barrel design with a caliber of 350 to 420mm, with great punch and incredible range, destroying or wounding enemy ships in a few shots.",,,,
valk_antiproton_laser,WEAPON,"Designed to give large ships burst firepower at medium to long range. This burst output is capable of destroying all small and medium-sized ships, or putting a great deal of flux pressure on opposing capital ships.",,,,
valk_plasma_laser,WEAPON,"A medium-sized cannon that was improved by combining advanced technology with careful study of the fragmentation cannons of Blackrock Drive Yards.
While the cannon itself does not do much damage, the fickle and unstable plasmas projectiles it fires can easily cause additional special effects and cause major damage to the target.",,,,
valk_bcnn,WEAPON,"A versatile kinetic weapon, often used to suppress enemies from a distance. Due to its design being based on the revolver core, it is not recommended for non-Valkyrian ships.",,,,
,,,,,,
,,,,,,
valk_ballista,WEAPON,An improved Annihilator rocket pod using plasma charges and fuel. Its improved AI makes it harder for point defense weapons to shoot down.,,,,
valk_wraith,WEAPON,This heavy missile is designed to quickly take out large targets at extreme ranges. Its large fins allow it to steer like a normal missile.,,,,
valk_spectre,WEAPON,Powerful missile developed for long range combat between capital ships. Usually equipped on smaller ships in a support role.,,,,
valk_phantasm,WEAPON,Powerful missile developed for long range combat between capital ships. Usually equipped on smaller ships in a support role.,,,,
valk_shadow,WEAPON,"A powerful cruise missile with great explosive power, the number of missiles has been reduced to accommodate the twin launch system.",,,,
valk_sunfury,WEAPON,"This relatively advanced torpedo uses a powerful high-explosive warhead with a heavy armor-piercing tip, and possesses unparalleled destructive power. A direct hit with this torpedo will deal a devastating blow.
Developed as a capital ship killer late in the modernization era, its 750mm plutonium warhead salvo has enough destructive power to blow up half a space station. The top is covered with hardened titanium, allowing it to penetrate several meters of the target's armor, followed by a layer of adamantium alloy to ensure the survivability of the torpedo, with even stronger protection on the sides.
The detonator design is taken from a relatively simple water based armor piercing torpedo that detonated once penetration was complete. This is monitored by a sensor, which checks if the detonation trigger was caused by a damaged or broken probe, and if switches from the firmware device to a momentum sensor, which detonates after it detects a preset change in kinetic energy.",,,,
valk_scorpionpod,WEAPON,"A lightweight MIRV warhead with a Harpoon engine that improves maneuverability but reduces damage, with a small built-in capacitor that produces less EMP damage. It has a large ammo capacity.",,,,
valk_scorpion,WEAPON,"A lightweight MIRV warhead with a Harpoon engine that improves maneuverability but reduces damage, with a small built-in capacitor that produces less EMP damage.",,,,
,,,,,,
,,,,,,
,,,,,,
valk_hyperbeam,WEAPON,"This heavy beam cannon uses hypermatter to unleash potent attack power through a stream of hot particles that melt armor in the target zone.",,,,
,,,,,,
valk_imbc,WEAPON,"An super-heavy laser system capable of firing ultra-high density antiproton streams over long distances, which can inflict tons of damage to unshielded ships.",,,,
valk_light_antimatter_laser,WEAPON,"A lighter version of the heavier Antiproton Beam Cannon, with the same long range and high damage. It was the company's first beam weapon.",,,,
valk_irdriver,WEAPON,A small laser created during the modernization era. It was meant to replace outdated machine guns and provide more powerful weapons for small fighters.,,,,
valk_ptr_laser,WEAPON,"Strong and effective laser cannons made late in the modernization era which replaced the fighters' old weapons, giving them greater combat power under the same conditions.
The PTR consists of a basic repeater equipped with a quadruple radiator, plus four cyclotron particle jet pumps and accelerators, which can maintain terrifying firepower for extended periods of time. The low level of flux consumption means that this weapon can theoretically be fired indefinitely with a powerful energy source. However, the maintenance center strongly advises that captains not to do so, because melted particle jet pumps are difficult to repair.",,,,
valk_xr_repeater,WEAPON,"The recalibrated PTR laser repeater fires plasma projectiles under the guidance of an X-ray tracer. Its intense thermal damage often has a terrible impact on the ship it hits.
The X-ray ATC is essentially a miniature pulsed laser cannon, but with plasma projectiles.",,,,
,,,,,,
valk_cockatrice,WEAPON,"The Cockatrice is a mythical monster that is said to have the power to kill anyone with a single glance. This rapid-fire machine gun is installed in the gun pods of heavy fighters, and its heavy rounds are even capable of penetrating armor and reaching the structure of fighters.",,,,
valk_irpdcannon,WEAPON,"The Vulcan cannon was disassembled and simplified, and a laser medium and energy capacitor were installed in the structure. It has a high degree of accuracy and is known for its cost-effectiveness.",,,,
valk_nxk_pd,WEAPON,The NX-K is an ultra-high tech gamma ray blaster that provides unparalleled defense against swarms of missiles and fighters.,,,,
valk_ether_driver,WEAPON,"An experimental cannon that fires a hypermatter shell made of a substance called ""ether"", it can penetrate shields to hit armor directly.
The Ether Driver and its variants are a series of hypermatter cannons made by reverse engineering captured alien technology, and combining it with the properties of the substance called ""ether"" that can swallow ion fields and destroy any form of materialized energy.
A deafening sound accompanies its firing, as the matter and shell are fired a millisecond apart. The hypermatter shell will hit the ether shell in front of it and merge into one, creating a hole in the shield and then hitting the target's hull with a massive explosion.",,,,
valk_geironul,WEAPON,"A large, high-performance cannon modeled after the Hellbore. The interior of the munition is encased in a trace amount of unstable antimatter, such that after hitting an enemy ship, the breakage of the core can trigger another explosion, dealing a more severe blow to lightly armored targets.",,,,
,,,,,,
valk_ice_lance,WEAPON,"A derivative of the Ether Driver. Focuses more on disabling electronics rather than damaging them.
Its projectiles have the same ability to penetrate shields.
The Ice Lance fires encased substances in the form of cylindrical disruption bolts rather than hypermatter, with the Eether stored separately to prevent it from destroying the bolts from the inside.",,,,
,,,,,,
valk_twin_hiir_laser,WEAPON,"A large caliber laser cannon equipped with a delicate emitter and lens capable of inflicting sustained damage at long range. However, sustained fire causes a sharp drop in accuracy.",,,,
,,,,,,
valk_lightlancer,WEAPON,An energy version of the Needler weapons that pours out projectiles that cause strong EMP effects on the target. Designed for use against a wide variety of targets. The small caliber makes it highly accurate.,,,,
,,,,,,
valk_heavylancer,WEAPON,An energy version of the Needler weapons that pours out projectiles that cause strong EMP effects on the target. Designed for use against a wide variety of targets. The medium caliber provides a larger burst window compared to small caliber.,,,,
,,,,,,
valk_ultraheavylancer,WEAPON,"An energy weapon version of the Needler weapon of same-size, it fires high-temperature projectiles that focus on structural damage. Designed for use against a wide variety of targets.",,,,
,,,,,,
,,,,,,
valk_ecm_jammer,SHIP_SYSTEM,An advanced electronic warfare system that reduces the effective detection range on an enemy ship's radar by 2000su.,Close Range Support,,,
valk_chargingjets,SHIP_SYSTEM,Increase maximum speed and maneuverability while generating EMP arcs that strike enemy ships and missiles in front of you.,Movement,Increase maximum speed and maneuverability while generating EMP arcs that strike enemy ships and missiles in front of you.,,
valk_overcharge,SHIP_SYSTEM,"Overclocks ship systems, increasing weapon damage and top speed by up to 25%, and flux dissipation and maneuverability by 50%, but will reduce those attributes by 100% for a time after the effect ends.",Offensive,,25% | 50% | 100%,
valk_valiant_defense,SHIP_SYSTEM,"Removes security protocols and core constraints, greatly improving ship attributes and repairing ship structure, including but not limited to: flux dissipation, top speed, maneuverability, weapon damage, shield resistance, etc. Any damage to the ship will reduce the cooldown of this system.",Offensive,,,
valk_inferniumdrive,SHIP_SYSTEM,"A potent combustion agent is injected into the engine, greatly increasing its power.",Offensive,,,
valk_phaseteleporter,SHIP_SYSTEM,"The Valkyrian version of a space jump, not unlike that of the Hyperion-class frigate",Movement,,,
valk_burstdrive,SHIP_SYSTEM,"Provides instantaneous engine acceleration, propelling the ship forward a distance at breakneck speed. Collisions will cause the engines to stall.",Movement,"Provides instantaneous engine acceleration, propelling the ship forward a distance at breakneck speed. Collisions will cause the engines to stall.",,
,,,,,,
valkyrian,FACTION,"The Valkyries are an independent military power in this sector, once part of the Domain, situated in an enigmatic corner of the galaxy. After years of private research on the core technologies of the Domain, they successfully reverse-engineered and weaponized that knowledge, gradually becoming a formidable and respectable organization within the ship design industry, possessing ship design capabilities that far exceeded those of the private sector and of the Navy.

However, simply studying blueprints and refining them eventually proved insufficient, and as more advanced technologies were withheld from them, they begin resorting to use increasingly fanatical means to satisfy their sense of superiority. This obsession ultimately led to bitter conflict with the development department, ending their relationship. When the ruling powers of the Domain recognized the growing threat they posed and moved to suppress them, they chose to decided forge their own path, eliminating any that stood in the way of their pursuit of power.

Ultimately, to free themselves from the control of the Domain, they dedicated all their industrial might to the creation of ship-borne stargates. This allowed them to traverse subspace without stargates, provided a super fleet equipped with a stargate drive was stationed in the corresponding star system. Over time, they spread across much of known space. Some of these places have since become lost worlds — collapsed, abandoned, or simply forgotten. In time, they discovered the Persean Sector by their own means and are now one of the competing powers vying for dominance over civilization there.",,,,
valk_boostrefit,SHIP_SYSTEM,"The rate of decrease of the carrier's fighter replacement rate and fighter replacement time is reduced by 1/3, and the speed and maneuverability of returning fighters is doubled. Use generates large amounts of flux energy.",Offensive,,,
,,,,,,
valk_planet_enigma_i,CUSTOM,"The Valkyrian capital. It is here that sector wide royal decrees are made.

Once home to mineral corporations, the Collapse left the Valkyries with a massive industrial base. Archon Industries and the Enigma Corporation, products of this legacy, as well as other small and medium-sized enterprises, now the backbone of the Valkyrian economy, were further stimulated by renewed of foreign investment during the modernization era.

The importance of the capital's role as a military-industrial powerhouse cannot be overstated, and its orbital base maintains constant state of readiness, along with three permanently stationed royal cruisers, prepared to respond to any threat or crisis.",,"There's a strong whiff of female hormones here, and the executives are almost exclusively women as far as the eye can see. Men are relegated to menial tasks at the docks, and every now and then you see a whip coming down hard on them.",,
valk_station_enigma_i,CUSTOM,"An orbital defense facility stationed in high orbit, this facility differs from the Sky Fortress, which serves as a near-ground defense. Equipped with extensive internal production facilities, it operates with full self-sufficiency. Its massive harbor is filled with capital ships. During the Valkyries' golden era of conquest, this colossal station bore witness to the passage of generations of expeditionary fleets.",,,,
valk_planet_enigma_i_moon,CUSTOM,"Bleak winds howl across the cluttered moon, untouched by passing ships for many years. No one on Enigma I can say why, and the blighted planet is usually ignored.

The last recorded investigation in the Valkyrian Royal Archives dates back 14 years, to when a clue was found on this dead world — somewhere amid the ruins, the fragmented remains of unidentified creatures were scattered and piled in puzzling shapes, seemingly related to the Valkyries' most ancient and terrifying enemy.",,,,
valk_planet_enigma_ii,CUSTOM,"A Valkyrian mining world, modernized and transformed. It has become increasingly important to the Valkyries as their ability to project power sector wide has waned.

Thanks to its rich mineral deposits and constant equatorial geysers rich in volatile compounds, this world is able to feed the insatiable appetite of the Valkyrian Starfleet and war machine. In stark contrast to the glamorous Enigma I, the majority of the population lives on hard labor and are very miserable.",,,,
